Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
abid,العبيـــــــد,0.000870703,30,0.0,3.28168,0.00516299,2.50724,0.0,0.1213,1.04079,0.196209,0.79007,3.88577,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-08 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,13.9295,0.0221965,9.06273,0.1058,1.591,14.3448,20.5226,61.6459,15.095,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-07 00:00:00
sarrat,سراط,0.0,36,0.0,8.67147,0.0,6.13477,0.014121,2.44897,3.098,,5.25887,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-07 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.44344,0.0,1.86355,0.15722,1.58579,2.85609,0.166901,1.5908,19.7488,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-07 00:00:00
kasseb,كســاب,0.0,3,0.0864,20.439,0.117157,1.79578,0.6048,5.8752,3.56234,0.561489,2.18422,31.3733,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-07 00:00:00
barbara,بربرة,0.00721209,4,0.0,41.0123,0.221008,11.9694,0.053204,10.1389,6.0035,1.59093,3.07058,44.2048,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-07 00:00:00
sidisalem,سيدي ســــالم,0.156094,5,0.34526,97.8442,1.70769,11.2888,2.41682,38.7451,14.0,15.2731,29.8997,241.801,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-07 00:00:00
bouheurtma,بو هرتمـــــه,0.0059363,6,0.156718,19.7752,0.0266584,5.7752,0.811921,12.8914,4.76869,1.74383,3.80772,20.7575,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-07 00:00:00
joumine,جوميــــــن,0.0494492,7,0.099889,27.9139,0.466118,4.47701,0.711263,7.3244,3.36585,0.794434,2.48621,26.8006,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-07 00:00:00
ghezala,غزالـــــــة,0.00102237,8,0.0,4.23356,0.0138124,0.355432,0.0,0.6515,0.368189,0.185075,0.367002,4.6436,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-07 00:00:00
melah,المالح,0.0155288,33,0.0,5.725,0.129765,2.98916,0.0,0.0,2.26,0.0024611,2.26733,10.944,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-07 00:00:00
tine,الطين,0.00148932,34,0.0,4.15,0.0140422,0.881085,0.0,0.0,1.67,,2.43967,8.4593,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-07 00:00:00
sejnane,سجنــــــان,0.223269,9,0.729309,98.4975,1.63242,22.2179,5.11205,49.4574,10.0996,12.631,5.63859,85.8364,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-07 00:00:00
zarga,الزرقة,0.0,10,0.0077,12.12,0.00482133,1.67118,0.0579,2.1616,1.72,0.0810289,0.811333,13.384,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-07 00:00:00
kebir,الكبير,0.00126255,31,0.0,5.544,0.0125561,1.57646,0.0,1.5984,2.49617,0.317365,3.99565,5.8708,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-07 00:00:00
moula,المولى,0.00326788,32,0.0,25.5898,0.0202397,0.858146,0.0,0.0,2.53747,0.423018,4.36187,25.015,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-07 00:00:00
selbarrak,سيدي البــــراق,0.107009,11,0.53915,183.256,0.893963,25.2202,2.60552,35.8678,22.5991,8.07865,12.8737,176.181,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-07 00:00:00
ziatine,الزياتين,0.0,12,0.068006,17.6156,0.0647592,2.72385,0.264737,3.20037,2.95,0.927415,2.98833,20.202,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-07 00:00:00
gamgoum,القمقوم,0.00319149,13,0.0,17.7796,0.0430455,1.80497,0.0367,0.6685,1.41945,0.236036,0.49443,16.8339,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-07 00:00:00
harka,الحركة,0.00870376,35,0.0,28.5198,0.0846961,2.74351,0.0,0.0,2.95,,2.73833,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-07 00:00:00
siliana,سليانـــــــة,0.00537826,14,0.0,2.64346,0.0417222,1.50671,0.0,0.0,3.5364,4.82242,7.0721,7.20866,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-07 00:00:00
lakhmess,لخمـــــــاس,0.0014565,15,0.000346,1.33365,0.0130014,0.200334,0.004934,0.125645,1.11476,0.321462,2.55219,2.76173,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-07 00:00:00
rmil,الرميـــــــل,0.00108653,16,0.0,0.6522,0.0117457,0.359859,0.01008,0.023287,2.37744,0.875144,1.84466,0.9385,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-07 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,22.0507,0.0808505,0.690908,0.028,0.272,2.40353,2.42034,5.50816,28.841,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-07 00:00:00
rmel,الرمــــــل,0.00298578,18,0.0,0.963022,0.0227285,0.385904,0.0,0.0,1.88084,0.449726,3.82833,2.1398,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-07 00:00:00
nebhana,نبهانــــــة,0.00256392,19,0.0,1.8582,0.0092713,0.0963407,0.0,0.0,2.10584,1.99183,5.29727,7.3198,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-07 00:00:00
sidisaad,سيدي سعـــد,0.0213186,20,0.0021,30.3775,0.110531,1.3783,0.014442,0.831535,4.64861,18.1144,16.6678,57.8917,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-07 00:00:00
elhaouareb,هـــــــوارب,0.00357576,21,0.0,0.300336,0.0259243,0.316901,0.0,0.0,1.44806,5.27843,5.39219,1.84422,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-07 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.96426,0.00470683,0.103852,0.0,0.0,6.208,0.158532,6.10253,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-07 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.0131963,0.574394,0.0,0.202,0.0535782,0.0,1.32465,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-07 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,0.07,0.00535181,0.578446,0.0,0.0,0.154071,0.423793,1.00093,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-07 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,1.809,0.00337175,1.30262,0.0,0.221,0.739386,0.207649,0.961808,1.2796,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-07 00:00:00
chiba,شيبـــــــة,0.00157267,26,0.0,0.90548,0.00463807,0.833206,0.0,0.053721,0.876322,0.0486747,1.27409,0.39046,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-07 00:00:00
masri,مصــــــري,0.00127846,27,0.0,4.89348,0.0307403,0.256775,0.033076,0.191201,0.53555,0.262473,0.879982,4.6106,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-07 00:00:00
lebna,لبنــــــــة,0.0,28,0.003,5.83805,0.040342,1.50566,0.028,0.502967,2.41617,0.719218,2.31029,11.8711,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-07 00:00:00
hma,الحمـــــى,0.000719743,29,0.0,0.84902,0.00308019,0.0696594,0.0,0.0,0.258733,0.0160534,0.601079,0.656587,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-07 00:00:00
abid,العبيـــــــد,0.00110289,30,0.0,3.28168,0.00429229,2.50637,0.0,0.1213,1.04079,0.196209,0.755377,3.89999,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-07 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,13.957,0.0221965,9.06273,0.0858,1.571,14.3448,20.5209,61.1677,15.2753,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-06 00:00:00
sarrat,سراط,0.0,36,0.0,8.68827,0.0,6.11819,0.014121,2.4324,3.098,,5.1556,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-06 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.4717,0.0,1.86355,0.13476,1.56333,2.85609,0.166901,1.4956,19.8239,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-06 00:00:00
kasseb,كســاب,0.0885934,3,0.0864,20.6236,0.117157,1.79578,0.5184,5.7888,3.56234,0.561489,2.06547,31.4984,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-06 00:00:00
barbara,بربرة,0.035928,4,0.0,41.0123,0.213796,11.9622,0.053204,10.1389,6.0035,1.55494,2.87046,44.3279,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-06 00:00:00
sidisalem,سيدي ســــالم,0.154707,5,0.34526,98.0332,1.55159,11.1327,2.07156,38.3998,14.0,15.0947,29.433,242.63,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-06 00:00:00
bouheurtma,بو هرتمـــــه,0.00560587,6,0.125933,19.9297,0.0207221,5.76926,0.655203,12.7346,4.76869,1.70483,3.64877,20.8547,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-06 00:00:00
joumine,جوميــــــن,0.0470974,7,0.098519,27.97,0.416669,4.42756,0.611374,7.22451,3.36585,0.77327,2.37401,26.8006,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-06 00:00:00
ghezala,غزالـــــــة,0.000938048,8,0.0,4.23356,0.01279,0.354409,0.0,0.6515,0.368189,0.185075,0.354729,4.65098,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-06 00:00:00
melah,المالح,0.0154337,33,0.0,5.7106,0.114236,2.97363,0.0,0.0,2.26,0.0024611,2.192,10.956,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-06 00:00:00
tine,الطين,0.00170208,34,0.0,4.15,0.0125528,0.879595,0.0,0.0,1.67,,2.384,8.482,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-06 00:00:00
sejnane,سجنــــــان,0.276612,9,0.728248,98.4345,1.40916,21.9947,4.38274,48.7281,10.0996,12.465,5.30193,86.0108,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-06 00:00:00
zarga,الزرقة,0.00219083,10,0.0,12.13,0.00482133,1.67118,0.0502,2.1539,1.72,0.0810289,0.754,13.423,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-06 00:00:00
kebir,الكبير,0.0,31,0.0,5.544,0.0112936,1.5752,0.0,1.5984,2.49617,0.31636,3.91244,5.8708,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-06 00:00:00
moula,المولى,0.00252997,32,0.0,25.5898,0.0169719,0.854878,0.0,0.0,2.53747,0.420836,4.27728,25.015,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-06 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.37735,183.708,0.786954,25.1132,2.06637,35.3286,22.5991,8.07865,12.1204,176.621,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-06 00:00:00
ziatine,الزياتين,0.0168672,12,0.0380946,17.6888,0.0647592,1.80178,0.196731,3.13237,2.95,0.916401,2.89,20.2508,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-06 00:00:00
gamgoum,القمقوم,0.00106383,13,0.0,17.7796,0.039854,1.80178,0.0367,0.6685,1.41945,0.233811,0.447115,16.8339,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-06 00:00:00
harka,الحركة,0.00515778,35,0.0,28.5198,0.0759923,2.73481,0.0,0.0,2.95,,2.64,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-06 00:00:00
siliana,سليانـــــــة,0.00570421,14,0.0,2.64346,0.036344,1.50133,0.0,0.0,3.5364,4.82242,6.95422,7.23931,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-06 00:00:00
lakhmess,لخمـــــــاس,0.00353785,15,0.002558,1.33365,0.0115449,0.198877,0.004588,0.125299,1.11476,0.318819,2.51504,2.78052,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-06 00:00:00
rmil,الرميـــــــل,0.00108653,16,0.0,0.6522,0.0106592,0.358773,0.01008,0.023287,2.37744,0.873168,1.76541,0.9385,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-06 00:00:00
birmcherga,بئر المشارقـــة,0.0161738,17,0.004,22.1003,0.0808505,0.690908,0.024,0.268,2.40353,2.42034,5.42804,28.8974,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-06 00:00:00
rmel,الرمــــــل,0.00310765,18,0.0,0.963022,0.0197427,0.382918,0.0,0.0,1.88084,0.449726,3.76564,2.17608,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-06 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.8582,0.00670738,0.0937768,0.0,0.0,2.10584,1.98115,5.22708,7.335,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-06 00:00:00
sidisaad,سيدي سعـــد,0.0206259,20,0.00207,30.3775,0.0892124,1.35698,0.012342,0.829435,4.64861,18.1144,16.5128,57.9913,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-06 00:00:00
elhaouareb,هـــــــوارب,0.00312879,21,0.0,0.300336,0.0223485,0.313326,0.0,0.0,1.44806,5.27843,5.34392,1.9067,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-06 00:00:00
sficifa,سفيسيفة,0.000930232,22,0.0,1.99636,0.00470683,0.103852,0.0,0.0,6.208,0.158008,5.8956,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-06 00:00:00
sidiach,سيدي يعيــــش,0.00207,23,0.0,1.337,0.011385,0.572583,0.0,0.202,0.0535782,0.0,1.32287,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-06 00:00:00
elbrek,البــــــــرك,0.000692588,24,0.0,0.08,0.00535181,0.578446,0.0,0.0,0.154071,0.423793,0.9958,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-06 00:00:00
bezirk,بزيـــــــغ,0.000763922,25,0.0,1.8148,0.00337175,1.30262,0.0,0.221,0.739386,0.207649,0.937161,1.2844,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-06 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.90548,0.0030654,0.831634,0.0,0.053721,0.876322,0.0478159,1.24488,0.37036,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-06 00:00:00
masri,مصــــــري,0.000839567,27,0.0,4.87772,0.0294618,0.255496,0.033076,0.191201,0.53555,0.262473,0.86213,4.67087,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-06 00:00:00
lebna,لبنــــــــة,0.00739659,28,0.004,5.85986,0.040342,1.50566,0.025,0.499967,2.41617,0.704127,2.22976,11.8711,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-06 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.84902,0.00236045,0.0689396,0.0,0.0,0.258733,0.0160534,0.592455,0.659593,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-06 00:00:00
abid,العبيـــــــد,0.000599818,30,0.0,3.28168,0.00318939,2.50527,0.0,0.1213,1.04079,0.196209,0.720684,3.91521,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-06 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,13.9845,0.0221965,9.06273,0.0658,1.551,14.3448,20.4881,60.6896,15.4256,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-05 00:00:00
sarrat,سراط,0.0,36,0.001266,8.70507,0.0,6.11819,0.014121,2.4324,3.098,,5.05233,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-05 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.5188,0.0,1.86355,0.1123,1.54087,2.85609,0.166901,1.40039,19.899,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-05 00:00:00
kasseb,كســاب,0.0146163,3,0.0864,20.6236,0.0285631,1.70718,0.432,5.7024,3.56234,0.559429,1.94673,31.5984,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-05 00:00:00
barbara,بربرة,0.0370313,4,0.0,40.9827,0.177868,11.9262,0.053204,10.1389,6.0035,1.55494,2.67035,44.5433,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-05 00:00:00
sidisalem,سيدي ســــالم,0.347105,5,0.34526,98.2222,1.39689,10.978,1.7263,38.0546,14.0,15.0947,28.9663,243.459,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-05 00:00:00
bouheurtma,بو هرتمـــــه,0.0131529,6,0.16319,20.0533,0.0151163,5.76365,0.52927,12.6087,4.76869,1.69899,3.48981,20.9844,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-05 00:00:00
joumine,جوميــــــن,0.042431,7,0.093559,28.0262,0.369572,4.38046,0.512855,7.12599,3.36585,0.77327,2.26182,26.8275,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-05 00:00:00
ghezala,غزالـــــــة,0.000948587,8,0.0,4.23356,0.011852,0.353471,0.0,0.6515,0.368189,0.185075,0.342456,4.65835,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-05 00:00:00
melah,المالح,0.0226433,33,0.0,5.6962,0.0988026,2.9582,0.0,0.0,2.26,0.0024611,2.11667,10.98,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-05 00:00:00
tine,الطين,0.00191484,34,0.0,4.15,0.0108508,0.877893,0.0,0.0,1.67,,2.32833,8.5274,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-05 00:00:00
sejnane,سجنــــــان,0.156862,9,0.730038,98.4975,1.13254,21.7181,3.65449,47.9998,10.0996,12.2729,4.96528,86.1852,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-05 00:00:00
zarga,الزرقة,0.0,10,0.0077,12.13,0.0026305,1.66899,0.0502,2.1539,1.72,0.0810289,0.696667,13.475,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-05 00:00:00
kebir,الكبير,0.000485995,31,0.0,5.5516,0.0112936,1.5752,0.0,1.5984,2.49617,0.315455,3.82923,5.8708,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-05 00:00:00
moula,المولى,0.00295163,32,0.0,25.5898,0.0144419,0.852348,0.0,0.0,2.53747,0.41855,4.1927,25.015,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-05 00:00:00
selbarrak,سيدي البــــراق,0.167053,11,0.37132,184.386,0.786954,25.1132,1.68902,34.9513,22.5991,8.07865,11.3671,177.062,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-05 00:00:00
ziatine,الزياتين,0.0162644,12,0.0368546,17.7132,0.047892,1.80072,0.158637,3.09427,2.95,0.903456,2.79167,20.2996,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-05 00:00:00
gamgoum,القمقوم,0.0,13,0.0027,17.7796,0.0387902,1.80072,0.0367,0.6685,1.41945,0.232341,0.399799,16.8339,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-05 00:00:00
harka,الحركة,0.00644723,35,0.0,28.5198,0.0708345,2.72965,0.0,0.0,2.95,,2.54167,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-05 00:00:00
siliana,سليانـــــــة,0.00619314,14,0.0,2.64346,0.0306398,1.49562,0.0,0.0,3.5364,4.79187,6.83634,7.23931,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-05 00:00:00
lakhmess,لخمـــــــاس,0.00171216,15,0.000569,1.33365,0.0080071,0.19534,0.00203,0.122741,1.11476,0.31499,2.47788,2.79932,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-05 00:00:00
rmil,الرميـــــــل,0.0011853,16,0.0,0.6522,0.00957265,0.357686,0.01008,0.023287,2.37744,0.871193,1.68616,0.9385,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-05 00:00:00
birmcherga,بئر المشارقـــة,0.013327,17,0.004,22.1003,0.0646767,0.674735,0.02,0.264,2.40353,2.42034,5.34792,28.9538,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-05 00:00:00
rmel,الرمــــــل,0.00310765,18,0.0,0.963022,0.0166351,0.37981,0.0,0.0,1.88084,0.449726,3.70294,2.21236,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-05 00:00:00
nebhana,نبهانــــــة,0.00205747,19,0.0,1.8649,0.00670738,0.0937768,0.0,0.0,2.10584,1.95071,5.15688,7.335,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-05 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0022,30.3775,0.0685865,1.33635,0.010272,0.827365,4.64861,18.0847,16.3579,57.9913,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-05 00:00:00
elhaouareb,هـــــــوارب,0.00357576,21,0.0,0.300336,0.0192197,0.310197,0.0,0.0,1.44806,5.27843,5.29566,1.96918,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-05 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.99636,0.00377659,0.102922,0.0,0.0,6.208,0.157485,5.68867,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-05 00:00:00
sidiach,سيدي يعيــــش,0.00207,23,0.0,1.337,0.009315,0.570513,0.0,0.202,0.0535782,0.0,1.32108,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-05 00:00:00
elbrek,البــــــــرك,0.000881475,24,0.0,0.08,0.00465922,0.577753,0.0,0.0,0.154071,0.423793,0.990667,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-05 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,1.8148,0.00260782,1.30185,0.0,0.221,0.739386,0.20723,0.912515,1.2844,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-05 00:00:00
chiba,شيبـــــــة,0.00143248,26,0.0,0.91116,0.0030654,0.831634,0.0,0.053721,0.876322,0.0478159,1.21567,0.36232,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-05 00:00:00
masri,مصــــــري,0.0196851,27,0.018443,4.87772,0.0286223,0.254657,0.033076,0.191201,0.53555,0.258849,0.844279,4.70854,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-05 00:00:00
lebna,لبنــــــــة,0.00914219,28,0.005,5.85986,0.0329454,1.49827,0.021,0.495967,2.41617,0.704127,2.14922,11.9205,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-05 00:00:00
hma,الحمـــــى,0.000609447,29,0.0,0.852363,0.00236045,0.0689396,0.0,0.0,0.258733,0.0160534,0.583831,0.662599,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-05 00:00:00
abid,العبيـــــــد,0.0,30,0.0,3.28168,0.00258958,2.50467,0.0,0.1213,1.04079,0.196209,0.685991,3.93044,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-05 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.012,0.0221965,9.06273,0.0458,1.531,14.3448,20.4874,60.2114,15.6059,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-04 00:00:00
sarrat,سراط,0.0,36,0.0,8.72187,0.0,6.13477,0.012855,2.44771,3.098,,4.94907,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-04 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.5659,0.0,1.86355,0.08984,1.51841,2.85609,0.166901,1.30519,19.9753,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-04 00:00:00
kasseb,كســاب,0.0,3,0.0864,20.6974,0.0139468,1.69257,0.3456,5.616,3.56234,0.559429,1.82799,31.7235,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-04 00:00:00
barbara,بربرة,0.0,4,0.053204,40.9531,0.140836,11.8892,0.053204,10.1389,6.0035,1.55022,2.47023,44.6972,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-04 00:00:00
sidisalem,سيدي ســــالم,0.165818,5,0.34526,98.2222,1.04978,10.6309,1.38104,37.7093,14.0,14.914,28.4997,244.288,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-04 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.08025,20.2079,0.00196339,5.7505,0.36608,12.4455,4.76869,1.66039,3.33085,20.9844,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-04 00:00:00
joumine,جوميــــــن,0.0675834,7,0.092959,28.0823,0.327141,4.33803,0.419296,7.03243,3.36585,0.77327,2.14962,26.8544,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-04 00:00:00
ghezala,غزالـــــــة,0.00808097,8,0.0,4.23356,0.0109034,0.352523,0.0,0.6515,0.368189,0.179773,0.330183,4.65835,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-04 00:00:00
melah,المالح,0.015475,33,0.0,5.6746,0.0761592,2.93556,0.0,0.0,2.26,0.0024611,2.04133,11.004,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-04 00:00:00
tine,الطين,0.0021276,34,0.0,4.15,0.00893592,0.875978,0.0,0.0,1.67,,2.27267,8.5501,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-04 00:00:00
sejnane,سجنــــــان,0.249732,9,0.731579,98.6863,0.975681,21.5612,2.92446,47.2698,10.0996,12.082,4.62863,86.3596,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-04 00:00:00
